col1,col2
24960,4272
40409,19978
3882,3657
30114,32769
37416,7194
2069,35401
10482,22479
8705,39854
21657,43661
49162,34539
37293,47047
33515,17911
29906,30451
21434,16634
48119,45673
41458,40135
7958,9325
45975,1760
1250,49068
25299,35329
632,8762
46901,3073
13825,9870
13066,20068
32902,32826
47550,32838
20571,43869
10134,47611
49326,1044
35124,36531
24882,45702
45136,24622
19990,33760
29740,30860
44149,2592
16390,9484
23963,7734
22977,33369
48102,49728
15057,31719
965,39744
41737,13669
7797,44875
10568,46931
47430,38074
19184,38392
34836,25911
675,32068
16922,27420
46426,42679
47935,167
41602,49844
40275,49595
14455,7902
27283,25147
25649,18194
26887,30887
28848,47630
33020,1300
2577,16913
23774,29235
15962,38039
27216,18052
41057,31187
36767,37829
11307,48016
49415,22646
36088,46548
47896,15599
19865,760
38542,25784
35889,22777
47247,36987
34796,20211
10673,8586
26929,35746
30169,14383
30421,35360
41090,1429
42650,35527
3675,7
40671,28951
28998,14571
14362,34144
48843,21098
45982,48319
14781,2717
35493,683
8137,25303
10946,46425
33346,6487
42696,11612
34935,14232
28032,782
21318,31398
46327,44795
1065,6591
17176,40552
4724,8537
38210,6211
16549,39094
28790,17237
45356,49562
29991,24427
36250,28753
49501,871
28368,42710
33141,4948
29053,45651
44509,36693
17319,16979
12345,16119
18416,45106
34948,20282
40141,43617
995,45254
5210,13011
36038,8629
35361,16273
36630,35230
30173,10508
18840,38753
91,23835
46068,32961
8958,41035
19971,20267
14062,23341
25844,661
27832,22194
46531,48794
42459,19811
46261,35107
17253,45249
10640,33531
13865,35603
11246,34652
9646,42565
3312,39324
40961,4412
13655,17927
21788,46069
16717,16633
6761,34042
13812,28375
38434,48700
3973,28487
19580,26078
5432,29637
28259,41249
26752,7005
2719,46039
30621,29562
22007,23219
719,6768
24551,12304
497,29232
34980,37733
44369,9373
49641,5205
16608,13978
15030,30193
29075,36432
40452,35968
15885,6948
37947,26743
18268,48515
42104,3341
29552,42761
48554,22466
7351,3340
24256,48738
33354,44556
27685,39744
44640,31950
8174,44644
40324,31531
3082,11781
43069,38587
2115,33636
49339,17931
42235,11826
4520,10037
48581,6584
43147,8563
23359,9433
45465,17502
29576,14468
10292,15069
16767,37665
25003,5044
17260,34532
26130,39662
561,28657
18559,12335
37969,48851
45804,32406
44809,688
49168,13368
16326,14627
45561,22071
24868,31931
48618,48351
13080,9996
2933,25967
23751,1826
34853,38470
10980,16013
13528,3787
16409,5285
21520,39866
7966,6058
34810,19199
8924,185
15199,32136
16580,769
30776,629
34094,32496
17218,7692
45824,16436
36526,48606
14553,22000
46280,17664
35964,47914
18755,34584
23189,45620
41931,22884
6641,29828
21518,13109
9611,23574
8182,32599
28748,36852
30765,45279
5554,12625
20390,32697
30923,43671
28103,29523
15704,2610
49646,18767
38430,46454
20978,26757
43613,3252
46095,37287
12144,39533
35608,37912
36908,46701
1143,49403
47271,31849
6826,44564
28501,15556
8606,13425
8780,45036
1640,34804
36433,38633
7685,21442
38084,23006
32737,32599
39301,19226
4221,47729
49775,9572
41006,49228
36896,41401
594,4510
38648,11904
48782,29104
22354,12852
3533,33407
4699,40806
37838,11608
44062,31720
8121,16472
18350,23180
5008,8855
26456,34616
33088,20357
19458,20889
26490,18557
46325,1619
21574,46464
3937,42511
30133,2335
41037,9202
42294,31426
33024,37028
48983,31560
14554,6688
36325,32823
15882,15407
25620,31256
25834,25814
18479,11011
25892,12646
48603,2772
37450,47988
18352,2333
43138,12342
11883,22499
15523,37640
48325,15923
9251,14448
6791,15958
15883,23915
18457,35242
9232,41070
27625,11182
20379,28927
45449,26242
18930,6786
36214,14551
28882,6632
10544,13942
38784,28885
31165,29260
24623,24654
22280,45648
49767,13827
20996,7939
37896,35056
26005,20865
34147,12059
21975,49911
347,49271
22530,49152
39,34682
29892,37998
19363,2917
6393,37616
39604,35427
20507,23991
30188,30935
33,36484
810,12320
16408,18979
293,22275
30907,15812
22030,33074
45296,39285
18409,38365
8595,29084
19445,42359
44739,31979
10655,9905
41947,3425
1080,24979
45330,30039
45490,16354
30617,966
43253,20722
8970,36731
19127,35413
23346,25896
4203,37197
1920,3419
31301,28522
31559,49055
23424,24163
27199,7724
49095,20538
29066,9376
37154,11835
24962,18994
31180,35819
4078,17817
38362,30000
8128,47941
37820,48744
31368,25702
16529,37588
32914,26684
49783,33076
14813,29068
1211,22007
10971,48789
6195,7854
29957,24694
1815,2036
28359,17696
15903,43909
11152,40186
5182,4603
43407,28064
15798,33825
3680,22896
34026,45288
31058,4096
36052,28300
2648,22127
42459,15718
12181,43112
30882,32320
30833,37353
15393,43754
8042,42758
22017,34433
1534,27451
49693,37155
48279,4678
15773,29907
39196,17180
21545,11295
37078,15775
11730,24405
17589,20706
20230,1856
691,40427
20012,33976
30254,34479
21113,14284
22629,6035
7361,7182
35126,44048
46620,33437
45612,31177
15551,12191
45219,37901
34979,9687
46753,33637
20958,25052
44741,39304
44894,600
46226,42748
49168,45463
6512,17240
15378,30957
44145,2707
32345,45021
3715,34553
19927,30990
49818,49404
19265,9105
11372,44977
4931,12526
15963,46276
46650,27116
1906,16847
21639,45900
35021,20221
15317,42934
45324,14889
48846,21592
21088,47824
32195,12336
40245,4137
891,43256
27102,31341
29728,16014
9832,46461
510,17090
3887,20331
7945,40002
15321,2527
15858,10992
47356,38179
19003,24310
12689,16228
5607,38918
5444,31095
18635,32185
28642,45171
32582,47075
31456,6070
22511,38127
16030,5017
36767,208
46277,18510
34148,14998
39078,37905
2694,41140
17371,43644
40296,40068
36135,38184
27131,40706
2140,34150
1270,10152
27811,7323
33936,47166
36788,27255
13157,8414
22452,26942
35692,5839
6109,44650
44341,32667
31027,11909
39577,36714
37757,6897
23726,12136
8069,38113
29050,2175
12609,10189
11906,49785
22407,30525
3977,22233
73,44539
7538,18967
37526,20721
8489,10359
45166,18937
1786,141
46100,46980
15074,6060
32283,46923
7624,17391
22901,14721
15976,18411
231,15484
44652,31707
48163,22901
47688,9775
17868,22891
3260,17605
21701,30389
37405,25704
2109,34044
29440,24544
1482,47702
10517,29936
3330,35312
2217,37291
49658,19726
8183,35350
18940,48549
16331,4671
36203,6814
14128,42369
19589,46486
33196,3186
39099,6640
48910,24795
32468,28885
31803,10500
38554,47430
32440,30866
2262,39660
21,5559
20930,14883
20837,44467
32777,13408
43638,42414
8800,12387
18462,44541
23028,42199
27941,48666
32120,36531
22954,49969
41279,41177
14415,29211
2946,49944
48424,18707
43419,23429
39854,10963
8533,12180
34140,29701
12094,10356
6877,17755
26702,32588
15472,47312
29977,29445
19136,26330
16571,14935
17893,6268
2435,21138
17020,24685
44467,21372
22793,10042
34386,14856
44332,18843
5420,16701
31413,32353
10170,18975
38704,35650
15573,34834
617,2920
49945,34723
22958,23008
24208,48518
42011,17243
10332,31879
47130,34057
47847,47315
24104,11950
14733,31077
28768,17966
39157,42517
20928,6509
43805,40089
48548,49975
27095,46548
30115,8977
25952,14064
31461,3190
43533,1641
31589,2742
14955,40106
4876,12681
18296,16907
20786,16992
16358,7066
7121,6785
37273,28931
31387,33900
39804,18749
27984,31027
16428,16567
8510,44033
23693,41946
758,39381
3473,7438
791,20539
47578,42246
42283,26614
10046,40780
4941,8720
7563,5639
11631,1372
9936,17161
12192,33641
15958,32320
1997,15425
23732,124
44514,2699
20932,39371
24433,41455
45494,8912
47605,27023
10119,856
13052,5112
21877,19554
10441,1030
16151,38053
26683,13871
4528,17104
40723,44281
27089,17112
41298,37552
4791,6895
17066,1650
24090,42103
708,24853
29648,36326
32429,6576
40460,11396
10848,9448
44039,4466
46,12494
33896,14998
2633,24202
6325,24683
48701,37402
34701,22848
9397,25739
45935,15978
40825,26664
38948,43196
12373,21227
45663,36459
12119,48253
9825,12961
29972,15457
20165,12040
45697,16683
21990,31440
4763,19978
5425,4473
10161,42226
25900,15916
21528,16434
45002,36312
18652,34799
43005,31043
4563,46767
44824,21276
16568,22913
4583,23693
23832,18817
18369,46905
5628,37000
33429,7702
30739,2208
12030,6006
23366,36280
38313,11490
20276,9889
26025,21556
18195,30603
7381,41659
48900,2924
26207,41782
7799,2701
26501,12875
4100,18020
26908,31916
6977,17123
46982,44499
9544,38273
19481,12667
13625,8991
25335,29953
44318,4020
45123,35892
40208,10982
8632,15001
13992,28105
20423,205
7156,35337
22251,20184
41794,17740
28211,44850
8899,25741
24621,41215
49838,8798
23607,77
38139,14518
44705,12911
7009,4478
1482,20608
46059,46461
30501,24090
37004,49215
16892,27930
43108,5028
49539,43454
27674,30195
7134,42277
18920,23629
13469,11263
11545,18957
19259,34454
24560,8885
19217,17658
10836,16395
16841,33810
30206,4013
30623,38085
24520,38541
43271,25765
28271,24695
41217,17254
18599,118
19131,9411
22795,31880
45129,26649
39953,9352
13975,22225
3172,6946
15205,49580
14490,24118
18535,24114
40259,7791
41503,10334
5109,8244
47883,14696
42293,36879
19078,7647
38382,889
29712,24822
15532,8193
24554,22771
9530,25635
38109,42670
27596,25396
13700,16641
43406,8398
47836,47589
6871,6356
24525,21599
21146,35194
10435,33730
17911,33439
21429,16538
36209,35893
25886,13374
10016,35394
1227,29495
38126,39756
5817,546
46886,28833
8231,9531
27970,39581
45404,26210
15244,6569
18691,48886
17480,13487
37518,4081
25750,41490
9767,20946
22705,15728
24606,25607
40481,6508
28285,42153
38944,8353
38886,3452
42057,47135
45574,25043
43318,13105
1593,40327
21511,14024
15679,38201
25498,15295
24167,942
38603,13153
21927,386
11173,10463
34201,31491
20963,1066
14764,20368
30574,41867
10148,25037
38165,22607
10179,36313
13868,22351
11837,18184
33490,35042
10189,36835
19846,22406
16535,36946
18105,19466
11310,1229
44115,11191
44575,40957
22738,46602
25294,12757
15951,23534
12894,26184
20566,18393
17678,6177
35063,12225
17576,46367
35117,14377
8086,27448
14942,16770
13357,44482
7229,19491
1970,26935
45058,48145
22685,22696
23825,38901
19448,7663
30057,27288
3638,15035
29836,2499
2754,2427
40761,47821
45119,3580
4919,42293
34013,19101
39651,37886
21741,29810
25975,28083
40960,35498
49495,28081
38969,42227
33077,41524
23580,47264
44058,32790
26965,27349
44872,29878
48045,43020
33824,743
25156,7604
48875,1130
25756,41462
2817,27746
41928,6784
48388,38393
22756,47959
12195,39963
36937,23036
47173,5590
47249,46707
10713,37614
38914,16702
947,34429
43449,24670
25604,9771
12334,762
43724,5593
5984,48494
16348,49779
39463,7716
48365,19425
3044,7692
10219,13627
45282,20922
21227,16700
15545,12889
28992,38930
20898,19550
5910,28028
17298,39927
8562,14019
20793,24954
352,37018
8573,38978
32875,36329
12841,13083
28829,16995
37546,47828
930,1059
35036,17816
47659,22439
26993,48570
18444,9450
15130,43493
36256,16981
7645,49821
45989,36151
42813,29865
7907,35126
16099,22134
41328,5130
37111,33016
44209,16824
5209,24851
2835,38107
20154,39111
5783,15531
41080,41385
20799,8465
35042,23153
40176,12126
23007,7526
23467,21298
7318,10400
19576,48640
4017,35399
14125,41281
33409,37688
49900,33625
30649,16619
34281,31155
22740,25509
12786,28556
19924,21041
48587,48795
26776,46334
34308,7542
4467,11575
49509,44499
18970,10923
11040,25630
25533,40997
24641,1725
9152,12084
4115,14819
45649,29536
44023,47487
42429,21021
23927,2112
17625,49252
27822,17306
714,38618
21798,27315
12807,6385
4426,44089
47794,23946
6545,25708
46853,12654
15020,35945
9748,23534
43736,10104
8906,7949
25467,2753
27291,45136
4644,11338
25767,41480
777,25293
16334,4518
27081,49305
17361,6808
31038,20227
13202,44129
43886,8523
6366,7072
8321,7938
11390,41992
8997,35275
29875,25781
8499,27410
15831,8627
39292,2046
34556,19307
43427,15437
5147,30596
19961,16740
3362,35037
41035,37648
31229,31166
47193,44286
30474,27421
39297,15978
33653,3049
34726,8348
25380,12828
6320,35262
20662,15584
9462,8873
45306,13850
30782,11748
36814,2045
31872,48309
36630,22528
34341,23214
39019,24051
41407,10563
21483,35001
5162,10679
43330,46328
38774,47864
14924,47975
12163,14419
49151,45319
2668,28588
15552,31853
46537,47467
20325,47453
7021,10985
21767,6261
120,14761
29587,40120
38491,49384
49175,18525
2000,42659
6040,14384
27384,32091
39036,33980
43040,42115
14395,19554
5721,11049
2573,12101
29546,9468
35953,39207
43698,7161
49543,1157
15070,3781
15814,24411
16247,31134
33301,6195
19407,42521
22081,42846
18504,7555
24756,5185
5349,13445
7907,43175
45888,47837
17335,32521
47850,6798
1002,19004
29313,34825
1366,36855
34332,21879
19052,1598
33434,12527
16979,19439
36646,38432
40644,36377
41183,12048
36795,3755
26328,16273
9641,299
28756,48049
22007,33275
7764,4396
6876,1036
41370,34068
36670,27536
12304,10949
10283,43974
49885,14406
18824,461
26198,18577
27931,5620
8884,26684
29768,35717
41527,24681
24084,21
5915,46261
31077,13287
7899,44468
19214,39887
49776,36716
31142,42425
3195,3921
38981,29592
12649,26851
41265,19310
49832,46337
19648,35752
21968,49020
49297,2154
17181,26761
26763,2493
12658,31001
17176,39813
41383,5187
41295,33973
21064,8094
4364,33558
2655,41097
33750,6380
1594,46001
17313,41347
36269,34291
17822,342
48667,34561
20557,32860
28245,25186
34474,38934
12744,32366
47369,2927
10393,18488
30701,46795
49364,2056
29236,40863
43445,8819
37134,10272
31634,44416
966,14492
32084,7513
20269,34369
5129,36948
34748,17017
47244,16388
2108,4557
11445,28611
46591,14763
32378,6130
42264,27517
45269,725
8054,48537
39111,48378
27641,3962
38426,36981
32099,46222
21248,44737
12857,46424
26558,31101
44781,47835
13392,13290
31914,41703
26402,41012
1307,46035
45785,17853
44498,14490
48626,13338
40824,33816
12165,43593
1392,7148
44061,38136
44519,30520
2664,31081
39119,27784
43350,43634
22848,7175
24160,14975
38221,49036
2494,18544
30359,20860
17287,10439
12155,161
40539,7598
15640,33880
28135,17704
31532,9804
35992,41472
44409,41865
40892,22642
13355,47924
47125,20511
18623,29906
1392,12971
27597,32935
35749,9898
18131,21450
43072,12488
3650,9763
4662,17580
43692,35570
37588,42996
22000,46969
32344,18872
5438,27543
16633,19225
34676,276
2067,49832
2006,2393
34643,4568
42625,26054
42200,32314
33790,7744
27413,11844
23105,40991
5720,20616
23914,46460
13494,32416
14223,1191
45325,22421
45747,20612
49682,9643
3441,9109
10762,43908
36266,6290
39152,48987
15940,16948
7405,13962
23870,827
17766,40323
35330,21030
37624,32016
26731,17848
22716,44052
25956,23458
29004,226
7133,38638
2814,40975
40762,45861
46162,8761
27258,14796
31606,21208
16866,17085
48661,43650
32381,41923
41386,27336
32344,9615
31831,37221
20960,5814
29391,43511
19805,37093
28418,6005
32034,43316
15773,26590
36273,39929
47049,720
32992,7796
46001,23899
28779,4482
31348,8068
38988,27294
38379,47234
43163,36654
3140,30514
26571,5010
25773,31819
22483,41001
25507,47547
30452,39683
17854,28446
41915,10263
18539,6489
12978,9527
5744,37582
13641,30119
39315,37483
16951,48094
37087,33482
37582,13393
22633,6483
17569,27544
11322,4089
10279,27019
4060,4935
47505,29314
15829,27692
47867,3609
28143,14064
48373,31957
29201,34403
43841,22237
29726,9368
12595,20325
1018,33837
10329,1851
15462,44341
37707,20989
28788,42904
4128,15956
20357,8550
11901,13570
37217,6495
31330,5888
40665,18085
22439,27883
26651,37876
24741,12286
13424,30360
15339,22890
6279,48013
40482,34280
39124,27667
47050,42294
22466,25069
27472,3154
42398,7317
10476,24581
13837,18462
13264,20340
22365,32858
26935,24510
36976,30478
44157,6971
16571,8777
12525,20651
16162,12994
24626,45456
46110,348
32344,933
11282,43246
2640,33537
3354,12235
41574,45480
13840,31147
36875,28716
8257,11685
25333,15556
48914,24842
32098,6073
36475,43097
10424,8537
32811,12725
38831,47061
29483,26434
19193,7491
21281,43722
19338,3640
47794,27700
12653,48713
41712,11943
5709,38989
25598,7594
13935,38869
25694,19203
10536,813
46231,16359
41776,28883
25514,42801
5334,31909
35311,43844
21889,49519
28960,8846
4773,39423
39616,22364
5170,35012
45656,41081
9538,45973
12066,33643
22048,2740
23149,10249
11010,3539
18092,48497
35496,19530
15581,23117
44306,46352
47891,38378
137,44367
17136,44638
11096,16376
41048,12129
48412,38055
41757,30595
46485,8466
19561,22085
7909,26863
35006,39092
21462,7687
42726,35299
42651,11127
27380,34336
1750,28885
16573,32031
26346,34731
3867,14569
6183,25240
25479,16743
19254,11742
4754,10932
48783,41847
31400,163
24352,30178
28464,34018
663,38350
24494,10672
45544,30275
43774,949
8104,31204
29359,42483
24183,49825
4565,28625
8986,325
14523,19019
25294,14920
20958,10461
39466,5189
31893,30226
10360,37071
34015,40597
48100,1473
20090,102
46626,9007
15020,17432
11053,21211
20301,39208
30301,41881
24502,36203
6244,44657
25032,13392
46025,12771
45554,40178
45611,17634
15207,2563
12522,40330
43595,1587
9853,5650
20454,29004
17552,15750
13710,44911
10251,21098
22484,30926
27706,44925
21597,17420
2384,25298
6636,6543
41144,150
12906,39256
31590,26111
4541,38932
2689,29194
46810,47376
46532,34318
21671,31189
9569,41266
9395,36461
45460,26518
11913,45979
22655,25813
11371,31833
33912,3951
9787,27908
44792,12262
24044,363
25514,39495
42293,10541
18791,1991
23223,45618
21657,2567
26599,37400
26812,15872
30320,15853
12798,32572
40577,11050
47752,38210
45253,36277
5585,3908
16185,28345
30758,32746
16801,5106
48810,15810
28917,430
29029,26052
6536,26018
26473,17376
9023,15248
49916,42205
39844,31423
46676,3459
30413,41304
950,11161
6866,45486
13170,25113
29051,11440
42211,14991
30371,2937
33841,37224
35836,7271
18,38767
46323,38680
34462,49404
8529,32231
48959,32467
4492,36561
16487,33720
34643,37611
48842,20315
8581,26232
7876,45743
23496,43187
43993,161
27138,29964
15539,25865
21155,29244
501,9711
15670,35930
23622,6239
21629,11490
15746,11773
27882,23164
48722,33246
34916,5402
47508,36786
18109,42197
13396,7115
45198,24975
42101,43301
21811,43811
10994,26981
518,6123
30388,42796
45034,38579
41725,9693
42166,32286
16346,37337
22598,44200
41960,13553
8944,26876
11855,32184
32045,12424
10675,16677
36270,48053
23155,36628
37389,3210
6219,46167
22170,35841
26524,28356
34368,19114
40677,12567
46873,31792
21646,25410
27879,47798
12717,49060
7406,47282
10487,49907
11245,47966
40931,34166
42832,23867
45074,47393
12880,20867
49923,39825
3414,24024
49777,30190
47177,23298
48276,14952
17503,38473
37244,34830
31351,31003
33876,34571
39639,14914
35805,30225
7622,3695
1545,44530
26226,3716
21534,20802
38946,42264
7570,28511
15225,3806
26248,16286
30028,32521
24925,49785
9385,33100
21053,23442
361,30579
45755,40046
30387,40364
7959,26664
1657,4361
7105,41886
29068,20904
15042,35536
4252,21618
48374,1041
49286,27803
2054,16287
25202,10612
12620,49540
19854,49427
49918,28443
2311,10840
12576,20907
44328,7179
39910,46719
29622,42888
14065,5991
22760,49751
17487,26476
36072,24207
6006,26233
29805,20924
1701,40670
39559,13686
4897,23547
21033,47166
36546,30864
21217,45762
42161,21355
4879,31094
46067,14396
10867,21966
20121,40734
5578,8305
29611,9303
14170,33221
42266,38733
4603,4609
19276,9092
5291,22736
44683,48377
24597,25043
33182,20688
43497,9286
2677,29340
40157,24140
4557,43144
34259,15984
26708,9426
15140,44589
21310,4523
17273,39082
42172,35055
22837,10013
6516,38170
40460,37781
18643,37554
33587,31859
15830,7124
28159,8145
3857,49590
37603,28024
308,1366
46348,45801
28206,33532
28475,45807
20761,40427
3254,48930
16200,30094
36439,25953
1152,14153
41631,27357
38886,30990
34491,1254
36705,30841
30822,18927
34852,22366
26726,42061
3668,49752
30371,12829
43139,10437
45987,1549
35366,29566
3250,21229
34901,14634
40817,32522
11765,22213
38497,1790
13235,3849
20111,9986
31243,36705
24010,17616
25616,29824
31171,8
25899,36030
2132,30406
39290,10795
20768,15653
3898,15462
42505,38454
17525,42794
13216,21342
39803,43865
10348,10825
9625,30415
16492,37200
7408,43896
43672,45269
40764,46357
31755,36565
29392,1085
47340,17051
5004,46534
5283,36877
7265,48971
42787,25093
20809,23595
36816,25091
26344,41567
23939,26391
27567,14071
21604,41643
15507,43401
36495,42177
18515,41445
18232,19877
31492,32546
16326,25614
19994,42404
44846,22152
35692,48940
26707,28579
39416,4031
20724,11525
6381,44541
45602,21446
12148,45120
47543,23726
37457,1118
5682,42826
18630,41988
22907,9554
32724,206
28858,25804
30453,34555
14572,23093
47443,77
9080,1218
6750,45670
38170,30693
17056,45329
11518,22007
1923,44673
42669,1453
34460,41067
29169,49243
17947,16547
40740,31008
31192,24610
2098,49563
37120,46165
40924,10577
47076,4266
27523,47336
41403,8940
1136,6552
42863,1748
27628,32855
16141,36433
43623,43170
35944,13385
37282,27083
46231,37770
5138,33404
11062,43185
42706,22613
48050,12901
1153,27597
27133,27895
31636,12737
26550,42726
48510,38326
3363,44134
15328,3061
12242,45906
39433,46206
5514,47006
6408,15514
3684,18783
33667,37302
40561,21691
14822,32302
26600,35489
22606,28439
18350,13005
678,8886
5971,933
36402,39537
47763,21846
37254,31196
44511,12987
21783,39662
30025,16592
20952,27066
41948,27583
30108,49403
35029,32879
417,5477
38694,9462
43965,23661
29746,2467
2183,27783
8695,28505
31430,32388
19972,10445
35291,32963
24436,3759
18556,3899
40922,10321
15646,43582
38284,17484
10125,1796
29452,45181
3050,45226
34991,29237
8476,13518
34411,1248
32664,26356
39360,28246
3868,46205
16203,28280
8027,5174
23146,34016
47100,13460
23086,28968
31288,13831
39264,31641
23991,29550
16339,34903
20939,32680
27613,5208
31927,5217
44869,19554
47063,49661
20833,6430
42742,48255
39339,2623
11231,45437
16752,6600
31436,31891
27015,27587
9330,507
29526,24052
38312,1856
46838,37181
26212,25338
33470,7416
20220,44774
12002,11659
1291,7347
44773,32140
3808,17079
35294,15131
9645,42065
36830,48638
26766,26295
21203,23063
11769,36950
2796,18705
2453,42534
3364,24987
45527,18868
49084,13114
31171,32251
38594,22525
40066,41573
22893,22662
40477,26566
1825,21769
23386,26886
21971,26906
16649,28306
21023,9171
39157,32184
31741,48904
41706,11340
29400,8662
26340,1149
24037,26408
39425,12721
6812,15498
8392,14736
32615,2380
36734,7996
6346,11061
18287,23986
35807,39323
24195,32642
28851,28362
32040,9156
22078,20787
35142,22888
2161,23360
9318,1265
49352,12709
20989,26294
48474,20879
9338,32915
47421,2674
29179,2122
33355,3192
18644,15280
48157,47173
34177,16898
28009,40251
8063,35253
17313,30023
10358,41559
40426,27383
30869,11111
6959,2172
16357,10878
22804,16835
2371,34569
30481,45425
5802,17975
14955,16122
4041,13001
30672,49169
12733,14403
22585,21207
44573,1612
41133,4300
26844,43307
31302,33689
36558,323
32848,49307
40319,37685
25662,32531
16297,25821
38167,25948
11883,19372
44872,7335
35539,47270
29934,48793
3614,28045
22242,36175
37805,44614
39513,7712
21352,22064
43540,26050
28266,39139
6490,5886
49990,18130
15631,17586
19112,4066
29417,7141
20231,13481
32945,32222
20987,29067
43849,6439
47583,21976
5540,13306
22082,15267
13344,44820
13009,35694
26596,17050
32021,32384
6484,6019
38643,26235
823,12837
40528,33862
22753,16308
30120,26973
47292,44023
19085,44876
25803,13022
17201,7362
17851,15
8558,8963
34209,21394
48563,18979
23416,26258
6619,24904
43208,36620
5754,39383
47083,41403
39414,37920
28595,27398
47290,13983
20574,10216
27620,14612
489,24380
4444,15935
13820,29525
10543,27121
12990,22224
40954,25230
18513,3022
45210,48117
4340,14305
25278,5769
21706,6281
15781,40178
29317,43655
1982,44644
36883,4957
20634,36724
6594,40019
11992,48359
10814,18741
1500,42410
41202,33790
11893,45379
19821,2501
16353,23612
4779,20817
37127,38694
48011,12750
29740,23190
21213,22559
19967,3672
5819,36270
38237,26647
31435,16787
10850,42177
45928,12664
14147,23614
10404,3837
33649,39875
44802,431
35934,25580
2927,35911
1272,12404
45504,1620
10484,49188
17990,28944
25220,39185
12135,5545
21999,4142
24695,44135
27068,13943
41286,30146
28264,42086
3491,33634
48599,8849
34619,8530
34371,38694
38161,28342
44545,27903
11202,30245
3052,4807
39664,484
11168,1962
49676,18120
38079,31928
46299,15548
26274,19293
17589,48197
8621,1217
24850,17313
40996,41231
18951,40765
36397,19099
18592,43664
22183,561
24254,17880
33346,4838
3627,6835
24894,23517
3227,41378
46541,18910
4433,41749
15923,27758
38578,17085
44291,16937
1203,1101
44141,38365
31702,43032
25418,32091
30847,34216
20576,4765
28372,41649
42810,23342
39655,27457
42698,23538
14795,15770
5800,10555
9866,2677
6034,40241
37225,42448
15,38761
7341,10207
36862,29070
35227,34318
26074,42681
28901,24917
1263,24258
31249,13752
17611,41168
34624,29216
21876,5572
35952,14004
14166,35039
41325,12479
20241,16413
32817,33255
35216,37846
28473,18510
24224,34559
44695,31696
33876,8407
11280,525
28978,3682
47435,48680
28762,5692
25625,11116
2198,31465
43213,35809
47937,43860
28345,31941
44241,26941
38487,34767
8723,30278
9733,25172
47975,9403
33300,491
33982,42371
24095,5911
12745,18779
39639,36560
3026,39466
18985,24819
21877,10058
13417,44927
7590,11693
30375,27947
14925,3239
4435,30743
46527,37455
40225,25419
33632,47689
2684,28879
35013,24221
25402,1092
5282,3632
4552,1586
16465,16840
28360,34552
16246,6015
137,11661
40012,391
29344,23064
6140,7018
23611,13653
41039,3294
21332,8853
49318,35519
47715,7971
47513,26023
5589,30025
17080,15639
41348,17462
11889,32921
23943,28790
17800,26879
2688,45194
3521,33039
13498,15500
26070,20603
2410,31928
38098,12977
26700,25164
49844,13298
1219,35162
17666,29406
23339,24996
14574,48601
33866,48773
30145,2551
7228,10180
29997,20929
31132,42399
40147,43658
31365,13067
9589,48836
7636,30812
6670,38335
20790,43808
37004,46858
1361,5456
18760,15445
48129,15677
15240,32098
18599,12119
9734,47101
38961,44188
36149,46641
20375,26793
17409,4338
4545,3198
47784,5054
14628,17736
11056,25339
36133,2316
25893,5309
40061,33148
47413,43878
23653,34697
15768,30039
28224,40518
4386,7619
21927,3157
7956,15539
19917,25964
13682,37637
20998,21857
17851,4130
45018,17597
21045,41226
18017,14524
951,1169
13025,16802
44225,15929
9303,12350
36348,15049
5795,15927
46263,45986
6808,49860
11958,45786
3873,32386
23809,18980
35441,1064
45654,42396
28479,30099
14150,26933
10184,22895
26259,35982
28134,45026
26457,13199
8061,14542
46411,28873
21271,10646
14128,22978
23410,33097
35467,12041
30828,33232
48534,45460
15467,11464
46603,40700
47546,1660
32404,28006
18146,23179
16619,17164
31433,49811
46483,37776
27884,31435
31287,22694
21405,5517
43425,9298
9516,26313
9798,15710
31928,36694
12829,35610
11039,35297
8795,6369
6165,20279
41578,10196
1942,31181
25550,15802
32589,7133
40732,39159
26799,4902
20430,1890
30088,24624
1023,20946
24049,34105
36531,25298
7044,13634
20140,3862
41282,36801
14829,20307
10934,40260
36892,28025
25884,27238
18536,22049
9825,17770
36123,27875
39434,39116
37643,16985
34781,30336
25907,19218
30740,17425
692,9175
5314,48823
25797,6793
33778,7195
737,24295
16786,24220
37101,43647
42331,31496
41244,27767
12807,21958
18984,35913
27919,43007
43007,33035
3787,9691
11404,35328
40043,42905
28436,26340
6506,32032
7250,30818
24904,3561
44073,48160
43346,25652
41147,13465
5999,1714
42854,29652
14585,32957
31436,2338
48998,6303
18184,27239
18389,14585
10442,40513
17987,33257
21736,48868
10694,3883
24034,24236
40643,1538
4555,13537
21731,23333
39303,28210
14849,38674
6134,47289
34326,35945
18894,4318
32111,24934
15846,23848
23369,16308
30869,11215
31017,30168
45680,11309
42052,17528
23628,48740
47029,3147
41150,1047
3448,43713
30411,17197
15968,17608
16214,41978
32269,33518
40756,1286
38723,25651
27896,24713
35040,39351
5774,17530
933,46091
34206,49078
4903,24705
6068,8484
35992,20203
2397,31927
28801,3891
38299,31977
14820,42565
6335,7606
18051,37057
10786,13964
28156,41525
42087,11383
15844,6659
6282,25552
9113,9047
21927,38919
29517,8717
17317,48211
11488,27387
28698,31843
26579,24222
16159,13192
34078,37595
34537,3252
39160,24707
42702,1330
45570,37667
17500,36994
13271,653
5591,29437
35976,7458
